billing_month,household_id,contract_id,utility_bill_without_system_usd,utility_bill_with_system_usd,subscription_payment_usd,vpp_credits_usd,net_customer_value_usd,overage_kwh
2025-05,H000252,C-000252,410.02,9.56,180.95,0.0,219.51,60.78
2025-06,H000252,C-000252,383.31,5.76,180.95,0.0,196.6,49.17
2025-01,H000253,C-000253,265.44,28.48,115.27,0.0,121.69,37.47
2025-02,H000253,C-000253,263.78,25.27,115.27,0.0,123.24,36.78
2025-03,H000253,C-000253,302.74,24.63,115.27,0.0,162.84,53.1
2025-04,H000253,C-000253,317.02,24.12,115.27,0.0,177.63,59.08
2025-05,H000253,C-000253,319.33,19.14,115.27,0.0,184.92,60.04
2025-06,H000253,C-000253,286.6,14.48,115.27,0.0,156.85,46.34
2025-01,H000254,C-000254,278.27,49.06,85.41,0.0,143.8,134.9
2025-02,H000254,C-000254,266.52,49.98,85.41,0.0,131.13,126.66
2025-03,H000254,C-000254,313.34,58.57,85.41,0.0,169.36,159.51
2025-04,H000254,C-000254,337.99,58.37,85.41,0.0,194.21,176.81
2025-05,H000254,C-000254,347.01,59.44,85.41,0.0,202.16,183.14
2025-06,H000254,C-000254,345.61,57.03,85.41,0.0,203.17,182.16
2025-01,H000255,C-000255,207.43,23.17,201.57,10.26,-7.05,39.27
2025-02,H000255,C-000255,221.61,26.75,202.63,9.31,1.54,45.54
2025-03,H000255,C-000255,260.77,30.97,205.55,0.71,24.96,62.84
2025-04,H000255,C-000255,280.29,34.67,207.01,6.06,44.67,71.47
2025-05,H000255,C-000255,312.48,35.65,209.41,0.0,67.42,85.7
2025-06,H000255,C-000255,278.04,30.31,206.84,1.36,42.25,70.48
2025-01,H000256,C-000256,395.21,12.12,122.11,2.47,263.45,116.61
2025-02,H000256,C-000256,382.06,11.83,120.82,3.56,252.97,109.59
2025-03,H000256,C-000256,451.24,12.01,127.58,4.21,315.86,146.49
2025-04,H000256,C-000256,469.92,12.19,129.4,3.7,332.03,156.45
2025-05,H000256,C-000256,533.46,11.84,135.6,6.77,392.79,190.34
2025-06,H000256,C-000256,473.92,10.02,129.79,5.31,339.42,158.58
2025-01,H000257,C-000257,276.71,12.69,155.31,6.69,115.4,8.09
2025-02,H000257,C-000257,246.95,9.73,155.31,7.33,89.24,0.0
2025-03,H000257,C-000257,279.51,6.83,155.31,2.94,120.31,9.08
2025-04,H000257,C-000257,283.08,4.34,155.31,5.98,129.41,10.34
2025-05,H000257,C-000257,269.16,0.42,155.31,5.25,118.68,5.43
2025-06,H000257,C-000257,279.29,1.53,155.31,1.77,124.22,9.0
2025-01,H000258,C-000258,331.39,12.58,136.41,0.0,182.4,47.78
2025-02,H000258,C-000258,311.68,9.83,136.41,0.0,165.44,39.21
2025-03,H000258,C-000258,389.81,11.61,136.41,0.0,241.79,73.18
2025-04,H000258,C-000258,421.8,12.02,136.41,0.0,273.37,87.09
2025-05,H000258,C-000258,437.16,6.52,136.41,0.0,294.23,93.77
2025-06,H000258,C-000258,421.07,4.54,136.41,0.0,280.12,86.77
2025-01,H000259,C-000259,220.19,0.12,199.76,0.0,20.31,50.05
2025-02,H000259,C-000259,218.46,0.0,199.76,0.0,18.7,48.82
2025-03,H000259,C-000259,249.17,0.0,199.76,0.0,49.41,70.56
2025-04,H000259,C-000259,270.52,0.0,199.76,0.0,70.76,85.68
2025-05,H000259,C-000259,281.44,0.0,199.76,0.0,81.68,93.41
2025-06,H000259,C-000259,264.42,0.0,199.76,0.0,64.66,81.36
2025-01,H000260,C-000260,169.99,2.92,182.93,0.0,-15.86,17.79
2025-02,H000260,C-000260,174.34,3.5,182.93,0.0,-12.09,20.38
2025-03,H000260,C-000260,208.13,4.31,182.93,0.0,20.89,40.56
2025-04,H000260,C-000260,217.74,3.9,182.93,0.0,30.91,46.29
2025-05,H000260,C-000260,240.25,3.86,182.93,0.0,53.46,59.73
2025-06,H000260,C-000260,217.75,1.6,182.93,0.0,33.22,46.3
2025-01,H000261,C-000261,297.65,0.08,124.08,0.0,173.49,16.9
2025-02,H000261,C-000261,291.13,0.24,124.08,0.0,166.81,14.21
2025-03,H000261,C-000261,362.28,0.71,124.08,0.0,237.49,43.55
2025-04,H000261,C-000261,374.38,0.0,124.08,0.0,250.3,48.54
2025-05,H000261,C-000261,430.31,0.03,124.08,0.0,306.2,71.61
2025-06,H000261,C-000261,387.05,0.0,124.08,0.0,262.97,53.77
2025-01,H000262,C-000262,307.46,12.22,136.74,6.3,164.8,90.54
2025-02,H000262,C-000262,284.07,11.1,135.58,3.18,140.57,78.06
2025-03,H000262,C-000262,360.61,12.88,139.38,3.09,211.44,118.89
2025-04,H000262,C-000262,377.85,11.4,140.23,7.13,233.35,128.08
2025-05,H000262,C-000262,399.71,12.51,141.32,3.04,248.92,139.74
2025-06,H000262,C-000262,367.08,10.87,139.7,5.79,222.3,122.34
2025-01,H000263,C-000263,299.01,16.28,103.05,0.0,179.68,26.64
2025-02,H000263,C-000263,272.38,14.87,103.05,0.0,154.46,17.26
2025-03,H000263,C-000263,325.23,16.17,103.05,0.0,206.01,35.89
2025-04,H000263,C-000263,315.54,15.3,103.05,0.0,197.19,32.47
2025-05,H000263,C-000263,320.8,15.75,103.05,0.0,202.0,34.32
2025-06,H000263,C-000263,295.21,13.39,103.05,0.0,178.77,25.31
2025-01,H000264,C-000264,275.24,0.0,110.8,0.0,164.44,0.0
2025-02,H000264,C-000264,258.38,0.0,110.8,0.0,147.58,0.0
2025-03,H000264,C-000264,332.28,0.0,110.8,0.0,221.48,24.1
2025-04,H000264,C-000264,326.39,0.0,110.8,0.0,215.59,21.54
2025-05,H000264,C-000264,355.87,0.0,110.8,0.0,245.07,34.35
2025-06,H000264,C-000264,358.07,0.0,110.8,0.0,247.27,35.31
2025-01,H000265,C-000265,243.56,0.0,215.72,0.0,27.84,57.14
2025-02,H000265,C-000265,238.19,0.0,215.28,0.0,22.91,53.34
2025-03,H000265,C-000265,290.25,0.0,219.55,0.0,70.7,90.19
2025-04,H000265,C-000265,290.99,0.0,219.61,0.0,71.38,90.72
2025-05,H000265,C-000265,293.11,0.0,219.79,0.0,73.32,92.22
2025-06,H000265,C-000265,282.03,0.0,218.88,0.0,63.15,84.37
2025-01,H000266,C-000266,188.94,15.31,113.12,6.13,66.64,3.0
2025-02,H000266,C-000266,183.93,14.72,113.12,2.71,58.8,0.01
2025-03,H000266,C-000266,221.11,14.96,113.12,5.77,98.8,22.21
2025-04,H000266,C-000266,231.53,10.22,113.12,5.67,113.86,28.43
2025-05,H000266,C-000266,258.41,11.68,113.12,7.11,140.72,44.47
2025-06,H000266,C-000266,241.21,10.47,113.12,1.46,119.08,34.21
2025-01,H000267,C-000267,220.32,44.7,199.18,5.23,-18.33,53.35
2025-02,H000267,C-000267,211.1,44.25,199.18,3.01,-29.32,49.28
2025-03,H000267,C-000267,268.62,60.86,199.18,2.27,10.85,74.7
2025-04,H000267,C-000267,272.9,53.71,199.18,3.31,23.32,76.59
2025-05,H000267,C-000267,296.46,59.64,199.18,7.33,44.97,87.01
2025-06,H000267,C-000267,281.34,67.71,199.18,6.19,20.64,80.32
2025-01,H000268,C-000268,414.38,26.29,154.5,0.0,233.59,87.11
2025-02,H000268,C-000268,390.2,23.33,154.5,0.0,212.37,76.48
2025-03,H000268,C-000268,475.6,28.65,154.5,0.0,292.45,114.01
2025-04,H000268,C-000268,522.93,30.72,154.5,0.0,337.71,134.82
2025-05,H000268,C-000268,536.47,20.9,154.5,0.0,361.07,140.77
2025-06,H000268,C-000268,485.73,10.99,154.5,0.0,320.24,118.47
2025-01,H000269,C-000269,223.69,14.03,140.79,4.59,73.46,0.0
2025-02,H000269,C-000269,204.59,11.74,140.79,3.94,56.0,0.0
2025-03,H000269,C-000269,243.87,12.24,140.79,4.54,95.38,2.35
2025-04,H000269,C-000269,234.67,8.14,140.79,3.67,89.41,0.0
2025-05,H000269,C-000269,229.35,3.79,140.79,5.1,89.87,0.0
2025-06,H000269,C-000269,223.93,2.29,140.79,0.96,81.81,0.0
2025-01,H000270,C-000270,267.05,1.65,135.19,0.0,130.21,28.48
2025-02,H000270,C-000270,251.71,2.3,135.19,0.0,114.22,21.81
2025-03,H000270,C-000270,331.34,1.61,135.19,0.0,194.54,56.43
2025-04,H000270,C-000270,338.89,1.5,135.19,0.0,202.2,59.71
2025-05,H000270,C-000270,375.53,1.46,135.19,0.0,238.88,75.64
2025-06,H000270,C-000270,355.05,1.33,135.19,0.0,218.53,66.74
2025-01,H000271,C-000271,311.36,13.11,173.52,1.84,126.57,107.03
2025-02,H000271,C-000271,288.88,11.28,173.52,9.5,113.58,91.12
2025-03,H000271,C-000271,351.52,12.13,173.52,4.06,169.93,135.46
2025-04,H000271,C-000271,340.8,8.89,173.52,8.87,167.26,127.87
2025-05,H000271,C-000271,353.85,5.61,173.52,3.21,177.93,137.11
2025-06,H000271,C-000271,339.77,3.35,173.52,4.0,166.9,127.15
2025-01,H000272,C-000272,224.86,37.52,128.47,0.0,58.87,75.74
2025-02,H000272,C-000272,210.1,32.15,128.47,0.0,49.48,66.93
2025-03,H000272,C-000272,242.97,37.52,128.47,0.0,76.98,86.56
2025-04,H000272,C-000272,274.17,43.68,128.47,0.0,102.02,105.18
2025-05,H000272,C-000272,277.68,41.87,128.47,0.0,107.34,107.28
2025-06,H000272,C-000272,260.17,35.89,128.47,0.0,95.81,96.83
2025-01,H000273,C-000273,241.19,22.92,151.2,1.14,68.21,41.08
2025-02,H000273,C-000273,223.44,20.73,150.15,6.24,58.8,33.24
2025-03,H000273,C-000273,290.49,23.73,154.12,8.28,120.92,62.87
2025-04,H000273,C-000273,291.7,22.65,154.2,2.55,117.4,63.41
2025-05,H000273,C-000273,318.86,22.01,155.8,5.54,146.59,75.41
2025-06,H000273,C-000273,289.46,21.83,154.06,5.29,118.86,62.42
2025-01,H000274,C-000274,274.35,5.44,140.04,0.0,128.87,30.74
2025-02,H000274,C-000274,285.94,4.91,140.86,0.0,140.17,35.83
2025-03,H000274,C-000274,361.42,10.18,146.2,0.0,205.04,69.01
2025-04,H000274,C-000274,378.79,7.82,147.43,0.0,223.54,76.65
2025-05,H000274,C-000274,404.37,3.61,149.24,0.0,251.52,87.89
2025-06,H000274,C-000274,377.69,3.47,147.35,0.0,226.87,76.16
2025-01,H000275,C-000275,271.63,10.12,191.99,5.38,74.9,0.0
2025-02,H000275,C-000275,257.8,6.85,191.99,3.76,62.72,0.0
2025-03,H000275,C-000275,293.74,4.81,191.99,3.4,100.34,0.0
2025-04,H000275,C-000275,281.16,0.84,191.99,5.46,93.79,0.0
2025-05,H000275,C-000275,290.94,0.01,191.99,11.65,110.59,0.0
2025-06,H000275,C-000275,271.52,0.0,191.99,0.39,79.92,0.0
2025-01,H000276,C-000276,296.5,4.67,188.74,1.18,104.27,30.69
2025-02,H000276,C-000276,274.47,2.58,188.74,4.5,87.65,21.11
2025-03,H000276,C-000276,346.92,3.41,188.74,11.0,165.77,52.61
2025-04,H000276,C-000276,373.22,2.13,188.74,5.94,188.29,64.04
2025-05,H000276,C-000276,389.47,1.21,188.74,2.45,201.97,71.11
2025-06,H000276,C-000276,362.05,0.48,188.74,5.7,178.53,59.19
2025-01,H000277,C-000277,272.48,14.56,134.99,0.0,122.93,110.69
2025-02,H000277,C-000277,278.77,13.28,134.99,0.0,130.5,115.15
2025-03,H000277,C-000277,325.46,14.81,134.99,0.0,175.66,148.2
2025-04,H000277,C-000277,325.57,13.45,134.99,0.0,177.13,148.28
2025-05,H000277,C-000277,329.42,13.73,134.99,0.0,180.7,151.0
2025-06,H000277,C-000277,309.38,11.52,134.99,0.0,162.87,136.82
2025-01,H000278,C-000278,269.78,7.06,103.09,0.0,159.63,97.52
2025-02,H000278,C-000278,257.32,6.15,101.74,0.0,149.43,88.78
2025-03,H000278,C-000278,318.13,5.82,108.31,0.0,204.0,131.45
2025-04,H000278,C-000278,342.68,8.02,110.97,0.0,223.69,148.68
2025-05,H000278,C-000278,352.09,4.84,111.98,0.0,235.27,155.28
2025-06,H000278,C-000278,331.99,3.12,109.81,0.0,219.06,141.18
2025-01,H000279,C-000279,294.65,44.06,85.97,0.0,164.62,68.08
2025-02,H000279,C-000279,301.3,45.49,85.97,0.0,169.84,70.82
2025-03,H000279,C-000279,369.67,55.74,85.97,0.0,227.96,99.01
2025-04,H000279,C-000279,376.79,55.86,85.97,0.0,234.96,101.95
2025-05,H000279,C-000279,405.81,60.12,85.97,0.0,259.72,113.92
2025-06,H000279,C-000279,399.03,58.68,85.97,0.0,254.38,111.12
2025-01,H000280,C-000280,349.86,55.31,185.25,0.0,109.3,88.12
2025-02,H000280,C-000280,346.39,52.42,185.25,0.0,108.72,86.59
2025-03,H000280,C-000280,400.14,61.35,185.25,0.0,153.54,110.22
2025-04,H000280,C-000280,435.01,69.61,185.25,0.0,180.15,125.55
2025-05,H000280,C-000280,457.87,68.05,185.25,0.0,204.57,135.59
2025-06,H000280,C-000280,436.63,53.66,185.25,0.0,197.72,126.26
2025-01,H000281,C-000281,269.44,9.84,173.23,2.16,88.53,0.0
2025-02,H000281,C-000281,233.61,5.03,173.23,5.13,60.48,0.0
2025-03,H000281,C-000281,282.99,4.15,173.23,4.68,110.29,0.0
2025-04,H000281,C-000281,281.5,1.48,173.23,3.78,110.57,0.0
2025-05,H000281,C-000281,292.25,0.19,173.23,6.87,125.7,0.0
2025-06,H000281,C-000281,257.12,0.21,173.23,8.37,92.05,0.0
2025-01,H000282,C-000282,327.91,50.8,116.2,0.0,160.91,83.83
2025-02,H000282,C-000282,325.04,48.45,116.07,0.0,160.52,82.58
2025-03,H000282,C-000282,394.5,55.82,119.33,0.0,219.35,112.78
2025-04,H000282,C-000282,403.65,52.47,119.76,0.0,231.42,116.76
2025-05,H000282,C-000282,423.64,50.16,120.7,0.0,252.78,125.45
2025-06,H000282,C-000282,408.99,42.29,120.01,0.0,246.69,119.08
2025-01,H000283,C-000283,245.94,23.79,180.74,0.0,41.41,44.42
2025-02,H000283,C-000283,253.38,21.32,181.18,0.0,50.88,47.54
2025-03,H000283,C-000283,281.27,24.54,182.8,0.0,73.93,59.22
2025-04,H000283,C-000283,280.37,22.53,182.75,0.0,75.09,58.85
2025-05,H000283,C-000283,294.56,23.25,183.58,0.0,87.73,64.79
2025-06,H000283,C-000283,280.11,21.63,182.73,0.0,75.75,58.74
2025-01,H000284,C-000284,224.06,44.24,99.0,0.0,80.82,83.37
2025-02,H000284,C-000284,202.96,37.16,97.49,0.0,68.31,70.77
2025-03,H000284,C-000284,241.79,43.87,100.27,0.0,97.65,93.95
2025-04,H000284,C-000284,256.04,43.53,101.3,0.0,111.21,102.46
2025-05,H000284,C-000284,282.36,51.42,103.18,0.0,127.76,118.17
2025-06,H000284,C-000284,257.3,40.87,101.39,0.0,115.04,103.21
2025-01,H000285,C-000285,427.0,14.65,152.47,2.45,262.33,67.22
2025-02,H000285,C-000285,406.14,13.14,152.47,0.75,241.28,58.61
2025-03,H000285,C-000285,486.52,13.94,152.47,6.29,326.4,91.76
2025-04,H000285,C-000285,524.24,12.95,152.47,4.89,363.71,107.31
2025-05,H000285,C-000285,558.61,12.92,152.47,5.87,399.09,121.49
2025-06,H000285,C-000285,519.96,11.1,152.47,3.26,359.65,105.55
2025-01,H000286,C-000286,369.58,82.37,191.99,0.0,95.22,96.41
2025-02,H000286,C-000286,343.01,77.31,191.99,0.0,73.71,84.73
2025-03,H000286,C-000286,409.47,85.97,191.99,0.0,131.51,113.94
2025-04,H000286,C-000286,421.22,92.17,191.99,0.0,137.06,119.1
2025-05,H000286,C-000286,471.08,94.78,191.99,0.0,184.31,141.02
2025-06,H000286,C-000286,445.86,89.03,191.99,0.0,164.84,129.94
2025-01,H000287,C-000287,281.23,20.28,207.0,4.31,58.26,33.02
2025-02,H000287,C-000287,250.26,15.85,207.0,5.55,32.96,22.1
2025-03,H000287,C-000287,280.61,16.09,207.0,7.64,65.16,32.8
2025-04,H000287,C-000287,286.54,15.3,207.0,1.98,66.22,34.89
2025-05,H000287,C-000287,289.96,15.02,207.0,7.32,75.26,36.1
2025-06,H000287,C-000287,263.99,13.59,207.0,4.8,48.2,26.94
2025-01,H000288,C-000288,272.27,0.93,182.36,5.38,94.36,1.86
2025-02,H000288,C-000288,247.73,0.34,182.17,2.34,67.56,0.0
2025-03,H000288,C-000288,325.8,0.13,184.78,4.58,145.47,25.13
2025-04,H000288,C-000288,345.27,0.18,185.66,4.46,163.89,33.6
2025-05,H000288,C-000288,369.0,0.0,186.74,9.23,191.49,43.91
2025-06,H000288,C-000288,350.93,0.0,185.92,2.37,167.38,36.06
2025-01,H000289,C-000289,261.84,20.55,130.34,0.0,110.95,39.74
2025-02,H000289,C-000289,239.77,17.91,130.34,0.0,91.52,30.49
2025-03,H000289,C-000289,288.23,17.7,130.34,0.0,140.19,50.79
2025-04,H000289,C-000289,278.37,13.36,130.34,0.0,134.67,46.66
2025-05,H000289,C-000289,306.97,12.22,130.34,0.0,164.41,58.64
2025-06,H000289,C-000289,284.96,10.4,130.34,0.0,144.22,49.42
2025-01,H000290,C-000290,177.44,21.3,123.37,4.67,37.44,50.13
2025-02,H000290,C-000290,164.21,18.06,123.37,4.37,27.15,42.24
2025-03,H000290,C-000290,209.13,22.79,123.37,4.07,67.04,69.05
2025-04,H000290,C-000290,230.7,20.48,123.37,8.73,95.58,81.93
2025-05,H000290,C-000290,243.96,22.56,123.37,6.19,104.22,89.85
2025-06,H000290,C-000290,224.66,20.77,123.37,3.86,84.38,78.33
2025-01,H000291,C-000291,238.95,35.64,129.95,0.0,73.36,21.49
2025-02,H000291,C-000291,245.72,39.73,129.95,0.0,76.04,24.48
2025-03,H000291,C-000291,277.01,36.59,129.95,0.0,110.47,38.31
2025-04,H000291,C-000291,304.4,43.27,129.95,0.0,131.18,50.41
2025-05,H000291,C-000291,311.41,34.56,129.95,0.0,146.9,53.51
2025-06,H000291,C-000291,301.7,35.71,129.95,0.0,136.04,49.22
2025-01,H000292,C-000292,299.77,27.13,130.77,0.0,141.87,73.88
2025-02,H000292,C-000292,281.74,25.31,130.77,0.0,125.66,65.96
2025-03,H000292,C-000292,349.26,28.84,130.77,0.0,189.65,95.63
2025-04,H000292,C-000292,356.47,24.09,130.77,0.0,201.61,98.8
2025-05,H000292,C-000292,416.97,27.5,130.77,0.0,258.7,125.4
2025-06,H000292,C-000292,375.7,26.25,130.77,0.0,218.68,107.26
2025-01,H000293,C-000293,256.1,11.03,147.32,0.0,97.75,1.8
2025-02,H000293,C-000293,250.83,10.7,147.32,6.66,99.47,0.0
2025-03,H000293,C-000293,274.99,8.12,147.32,7.6,127.15,8.46
2025-04,H000293,C-000293,289.29,5.42,147.32,6.9,143.45,13.5
2025-05,H000293,C-000293,294.26,2.14,147.32,3.19,147.99,15.25
2025-06,H000293,C-000293,259.41,0.81,147.32,5.12,116.4,2.97
2025-01,H000294,C-000294,268.77,28.86,210.98,0.0,28.93,65.82
2025-02,H000294,C-000294,244.96,28.41,209.87,0.0,6.68,55.46
2025-03,H000294,C-000294,318.94,34.39,213.32,0.0,71.23,87.63
2025-04,H000294,C-000294,346.53,39.94,214.6,0.0,91.99,99.63
2025-05,H000294,C-000294,363.8,38.32,215.4,0.0,110.08,107.13
2025-06,H000294,C-000294,338.93,33.01,214.25,0.0,91.67,96.32
2025-01,H000295,C-000295,276.36,13.43,207.98,2.89,57.84,94.54
2025-02,H000295,C-000295,271.19,11.12,207.45,8.06,60.68,90.88
2025-03,H000295,C-000295,309.8,11.77,211.41,2.48,89.1,118.21
2025-04,H000295,C-000295,327.13,9.82,213.19,4.59,108.71,130.48
2025-05,H000295,C-000295,327.55,4.96,213.23,1.28,110.64,130.78
2025-06,H000295,C-000295,300.15,3.58,210.42,3.36,89.51,111.38
2025-01,H000296,C-000296,173.14,4.25,171.69,0.0,-2.8,0.0
2025-02,H000296,C-000296,178.74,3.39,171.69,0.0,3.66,0.0
2025-03,H000296,C-000296,205.59,1.99,172.8,0.0,30.8,10.24
2025-04,H000296,C-000296,213.84,0.96,173.33,0.0,39.55,15.17
2025-05,H000296,C-000296,241.29,0.67,175.1,0.0,65.52,31.55
2025-06,H000296,C-000296,222.96,0.0,173.92,0.0,49.04,20.61
2025-01,H000297,C-000297,245.19,21.52,199.61,0.0,24.06,31.76
2025-02,H000297,C-000297,226.22,18.65,199.61,0.0,7.96,23.38
2025-03,H000297,C-000297,285.46,21.63,199.61,0.0,64.22,49.56
2025-04,H000297,C-000297,296.37,22.35,199.61,0.0,74.41,54.39
2025-05,H000297,C-000297,322.14,21.34,199.61,0.0,101.19,65.78
2025-06,H000297,C-000297,307.26,17.49,199.61,0.0,90.16,59.2
2025-01,H000298,C-000298,356.37,41.99,167.64,0.0,146.74,87.53
2025-02,H000298,C-000298,340.64,41.7,167.64,0.0,131.3,80.61
2025-03,H000298,C-000298,376.72,39.99,167.64,0.0,169.09,96.47
2025-04,H000298,C-000298,407.18,38.74,167.64,0.0,200.8,109.86
2025-05,H000298,C-000298,462.51,49.73,167.64,0.0,245.14,134.18
2025-06,H000298,C-000298,441.84,36.38,167.64,0.0,237.82,125.1
2025-01,H000299,C-000299,304.0,44.66,81.71,0.0,177.63,40.07
2025-02,H000299,C-000299,274.56,34.57,81.71,0.0,158.28,29.69
2025-03,H000299,C-000299,299.36,28.0,81.71,0.0,189.65,38.43
2025-04,H000299,C-000299,305.2,18.85,81.71,0.0,204.64,40.49
2025-05,H000299,C-000299,315.92,8.76,81.71,0.0,225.45,44.27
2025-06,H000299,C-000299,294.85,9.35,81.71,0.0,203.79,36.85
2025-01,H000300,C-000300,258.76,22.72,83.81,5.13,157.36,52.8
2025-02,H000300,C-000300,260.57,20.84,83.81,4.43,160.35,53.58
2025-03,H000300,C-000300,329.85,22.94,83.81,4.44,227.54,83.71
2025-04,H000300,C-000300,346.17,22.46,83.81,3.74,243.64,90.8
2025-05,H000300,C-000300,372.76,23.74,83.81,0.93,266.14,102.36
2025-06,H000300,C-000300,344.57,21.46,83.81,1.86,241.16,90.11
2025-01,H000301,C-000301,339.92,16.93,196.41,0.0,126.58,32.75
2025-02,H000301,C-000301,326.01,16.89,196.41,1.84,114.55,26.93
2025-03,H000301,C-000301,381.79,16.29,196.41,6.13,175.22,50.29
2025-04,H000301,C-000301,389.86,12.25,196.41,5.78,186.98,53.67
2025-05,H000301,C-000301,390.42,7.66,196.41,3.13,189.48,53.91
2025-06,H000301,C-000301,368.77,5.65,196.41,2.39,169.1,44.84
2025-01,H000302,C-000302,323.62,23.9,187.75,7.5,119.47,148.8
2025-02,H000302,C-000302,302.21,21.79,186.08,2.15,96.49,133.78
2025-03,H000302,C-000302,358.0,25.75,190.43,1.08,142.9,172.93
2025-04,H000302,C-000302,380.07,24.86,192.14,4.38,167.45,188.42
2025-05,H000302,C-000302,422.38,24.2,195.44,6.3,209.04,218.11
2025-06,H000302,C-000302,378.76,17.43,192.04,4.25,173.54,187.5
2025-01,H000303,C-000303,319.38,36.0,164.06,0.0,119.32,72.23
2025-02,H000303,C-000303,309.78,43.36,163.51,0.0,102.91,68.27
2025-03,H000303,C-000303,392.01,57.25,168.29,0.0,166.47,102.18
2025-04,H000303,C-000303,406.17,56.82,169.11,0.0,180.24,108.02
2025-05,H000303,C-000303,465.46,63.45,172.56,0.0,229.45,132.47
2025-06,H000303,C-000303,404.02,45.91,168.99,0.0,189.12,107.13
2025-01,H000304,C-000304,326.29,11.95,111.64,1.54,204.24,90.21
2025-02,H000304,C-000304,306.51,10.94,111.64,3.15,187.08,79.67
2025-03,H000304,C-000304,392.0,11.49,111.64,6.33,275.2,125.26
2025-04,H000304,C-000304,408.45,12.51,111.64,6.77,291.07,134.03
2025-05,H000304,C-000304,427.66,11.1,111.64,6.64,311.56,144.28
2025-06,H000304,C-000304,420.29,10.62,111.64,6.26,304.29,140.35
2025-01,H000305,C-000305,269.49,30.02,122.12,0.0,117.35,39.57
2025-02,H000305,C-000305,257.35,28.05,122.12,0.0,107.18,35.29
2025-03,H000305,C-000305,285.12,23.8,122.12,0.0,139.2,45.08
2025-04,H000305,C-000305,274.36,21.77,122.12,0.0,130.47,41.28
2025-05,H000305,C-000305,286.19,16.84,122.12,0.0,147.23,45.45
2025-06,H000305,C-000305,275.15,16.18,122.12,0.0,136.85,41.56
2025-01,H000306,C-000306,252.37,4.58,87.73,4.35,164.41,1.87
2025-02,H000306,C-000306,250.55,4.53,87.73,2.73,161.02,1.08
2025-03,H000306,C-000306,311.65,4.09,87.73,10.15,229.98,27.65
2025-04,H000306,C-000306,344.05,1.67,87.73,10.6,265.25,41.73
2025-05,H000306,C-000306,363.11,1.4,87.73,3.36,277.34,50.02
2025-06,H000306,C-000306,336.29,0.41,87.73,11.58,259.73,38.36
2025-01,H000307,C-000307,236.58,18.79,78.3,4.32,143.81,109.26
2025-02,H000307,C-000307,242.6,18.2,78.3,5.09,151.19,113.52
2025-03,H000307,C-000307,286.95,20.57,78.3,9.17,197.25,144.92
2025-04,H000307,C-000307,285.09,20.47,78.3,1.02,187.34,143.6
2025-05,H000307,C-000307,296.99,18.8,78.3,1.94,201.83,152.03
2025-06,H000307,C-000307,278.12,16.33,78.3,7.19,190.68,138.67
2025-01,H000308,C-000308,176.81,18.5,170.94,3.98,-8.65,29.96
2025-02,H000308,C-000308,164.7,14.97,170.94,2.03,-19.18,22.73
2025-03,H000308,C-000308,214.02,18.38,170.94,6.5,31.2,52.17
2025-04,H000308,C-000308,231.23,17.74,170.94,9.23,51.78,62.45
2025-05,H000308,C-000308,238.46,16.82,170.94,3.25,53.95,66.76
2025-06,H000308,C-000308,225.71,15.49,170.94,1.65,40.93,59.15
2025-01,H000309,C-000309,325.17,18.99,157.61,0.0,148.57,64.54
2025-02,H000309,C-000309,312.96,17.94,157.61,0.0,137.41,59.5
2025-03,H000309,C-000309,374.47,20.0,157.61,0.0,196.86,84.87
2025-04,H000309,C-000309,411.41,24.8,157.61,0.0,229.0,100.1
2025-05,H000309,C-000309,426.02,20.1,157.61,0.0,248.31,106.13
2025-06,H000309,C-000309,422.85,15.12,157.61,0.0,250.12,104.82
2025-01,H000310,C-000310,352.05,11.75,117.6,2.98,225.68,103.09
2025-02,H000310,C-000310,338.99,10.91,117.6,2.74,213.22,96.12
2025-03,H000310,C-000310,435.19,12.14,117.6,2.71,308.16,147.43
2025-04,H000310,C-000310,430.23,11.98,117.6,7.5,308.15,144.78
2025-05,H000310,C-000310,483.79,12.46,117.6,8.45,362.18,173.35
2025-06,H000310,C-000310,451.82,10.62,117.6,2.04,325.64,156.3
2025-01,H000311,C-000311,215.18,10.63,173.65,0.0,30.9,0.0
2025-02,H000311,C-000311,193.11,8.03,173.65,0.0,11.43,0.0
2025-03,H000311,C-000311,229.36,6.78,173.65,0.0,48.93,0.0
2025-04,H000311,C-000311,213.93,3.61,173.65,0.0,36.67,0.0
2025-05,H000311,C-000311,231.09,1.37,173.65,0.0,56.07,0.0
2025-06,H000311,C-000311,219.24,0.5,173.65,0.0,45.09,0.0
2025-01,H000312,C-000312,326.16,1.23,90.34,4.64,239.23,23.36
2025-02,H000312,C-000312,328.02,0.64,90.34,0.66,237.7,24.17
2025-03,H000312,C-000312,381.9,0.18,90.34,2.39,293.77,47.6
2025-04,H000312,C-000312,392.92,0.09,90.34,4.03,306.52,52.39
2025-05,H000312,C-000312,430.37,0.0,90.34,2.57,342.6,68.67
2025-06,H000312,C-000312,389.19,0.0,90.34,0.0,298.85,50.77
2025-01,H000313,C-000313,212.75,14.11,128.79,0.0,69.85,96.75
2025-02,H000313,C-000313,234.91,19.93,128.79,0.0,86.19,112.44
2025-03,H000313,C-000313,252.52,15.43,128.79,0.0,108.3,124.91
2025-04,H000313,C-000313,260.39,15.9,128.79,0.0,115.7,130.48
